No,Financial Year Name,Season Name,District Name ,Taluk Name ,Raitha Samparka Kendra Name,Seed Name ,Seed Variety Name,Seed Class Name,GENERAL QUANTITY in Quintal,SCP QUANTITY in Quintal,TSP QUANTITY in Quintal
191,2021-2022,Kharif,BAGALAKOTE,BILAGI,BEELAGI,HY MAIZE,MRM 4050 4750,Truthfully Labelled,1.24,1,1.08
192,2021-2022,Kharif,BAGALAKOTE,BILAGI,BEELAGI,HY MAIZE,NK-6240,Truthfully Labelled,10.8,4.04,3.2
193,2021-2022,Kharif,BAGALAKOTE,BILAGI,BEELAGI,HY MAIZE,P3436,Truthfully Labelled,0.84,0.32,0
194,2021-2022,Kharif,BAGALAKOTE,BILAGI,BEELAGI,HY MAIZE,PAC751,Truthfully Labelled,35.28,4.52,8.08
195,2021-2022,Kharif,BAGALAKOTE,BILAGI,BEELAGI,HY SUNFLOWER,GK-2002,Truthfully Labelled,0.88,0.02,0
196,2021-2022,Kharif,BAGALAKOTE,BILAGI,BEELAGI,HY SUNFLOWER,PAC-334,Truthfully Labelled,2.56,0.3,0.14
197,2021-2022,Kharif,BAGALAKOTE,BILAGI,BEELAGI,REDGRAM,TS-3R,Certified Seeds,16.85,0.7,0.55
198,2021-2022,Kharif,BAGALAKOTE,BILAGI,BEELAGI,SOYBEAN,JS-335,Certified Seeds,20.4,3.9,0.6
199,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,GREENGRAM,BGS-9,Certified Seeds,12.05,0.35,0.75
200,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,GREENGRAM,BGS-9,Truthfully Labelled,10.15,0.65,0.2
201,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY BAJRA,GK-1044,Truthfully Labelled,0.72,0.06,0.11
202,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY BAJRA,HANUMAN,Truthfully Labelled,1.92,0.05,0.08
203,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY BAJRA,SBH-7072,Truthfully Labelled,12.27,1.58,1.35
204,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY BAJRA,VIKASNBJ-09,Truthfully Labelled,0.74,0.03,0.27
205,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,30B07,Truthfully Labelled,2.12,0.28,0
206,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,900M GOLD,Truthfully Labelled,23.64,1.56,2.36
207,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,BIO-151,Truthfully Labelled,0.56,0,0.04
208,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,CP-818,Truthfully Labelled,1.48,0.52,0
209,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,GK-3018,Truthfully Labelled,2.92,0.2,0.88
210,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,GK-3045,Truthfully Labelled,1.08,0.2,0
211,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,GK-3059,Truthfully Labelled,13.52,1.16,1.76
212,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,GK-3164,Truthfully Labelled,2.48,0.76,0
213,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,HTMH-5402,Truthfully Labelled,1.64,0,0.2
214,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,5.76,0.28,0.76
215,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,KMH-244,Truthfully Labelled,5.64,0.16,0.28
216,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,NK-6240,Truthfully Labelled,4.08,0.2,1.28
217,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,NMH-77NUTOTAL,Truthfully Labelled,0.92,0.16,0.12
218,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,PAC751,Truthfully Labelled,15.88,1.4,1.64
219,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,2.32,0.52,0.52
220,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY MAIZE,SMH-3758,Truthfully Labelled,0.04,0.2,0
221,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY SUNFLOWER,GK-2002,Truthfully Labelled,1.28,0.28,0.52
222,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY SUNFLOWER,KSFH-7049CHAMP,Truthfully Labelled,0.1,0.68,0.1
223,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,HY SUNFLOWER,PAC-334,Truthfully Labelled,2.44,0.26,0.3
224,2021-2022,Kharif,BAGALAKOTE,GULEDAGUDDA,GULEDAGUDDA,REDGRAM,TS-3R,Certified Seeds,6.1,0.7,0.65
225,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,GREENGRAM,BGS-9,Certified Seeds,3.23,0.15,0.2
226,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,GREENGRAM,BGS-9,Truthfully Labelled,3,0.25,0.15
227,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY BAJRA,GK-1044,Truthfully Labelled,1.92,0.14,0.17
228,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY BAJRA,KAVERI SUPER BOSS,Truthfully Labelled,0.21,0,0.05
229,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY BAJRA,NBH-4903 BALAWAN,Truthfully Labelled,0.77,0.09,0.02
230,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY MAIZE,900M GOLD,Truthfully Labelled,20.4,0.72,1.76
231,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY MAIZE,GK-3018,Truthfully Labelled,1.92,0,0.12
232,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY MAIZE,GK-3045,Truthfully Labelled,4.8,0.24,0.36
233,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY MAIZE,GK-3059,Truthfully Labelled,19.84,0.88,1.96
234,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY MAIZE,GK-3164,Truthfully Labelled,6.24,0.56,0
235,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY MAIZE,HTMH-5402,Truthfully Labelled,0.6,0,0
236,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,2.96,0.2,0.16
237,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY MAIZE,KMH-244,Truthfully Labelled,0.24,0,0
238,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,0.76,0.12,0
239,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY MAIZE,NMH-007 BOND,Truthfully Labelled,3,0.16,0.04
240,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY MAIZE,PAC740,Truthfully Labelled,0.68,0,0
241,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY MAIZE,PAC751,Truthfully Labelled,6.76,0.24,0.16
242,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY SUNFLOWER,GK-2002,Truthfully Labelled,0.52,0,0
243,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY SUNFLOWER,KSFH-7049CHAMP,Truthfully Labelled,0.48,0.12,0
244,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY SUNFLOWER,NSFH-145 SWATHI,Truthfully Labelled,0.46,0.14,0
245,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,HY SUNFLOWER,PAC-334,Truthfully Labelled,3.66,0.1,0.12
246,2021-2022,Kharif,BAGALAKOTE,HUNGUND,AMEENAGADA,REDGRAM,TS-3R,Certified Seeds,24.45,1.2,0.9
247,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,GREENGRAM,BGS-9,Certified Seeds,4.45,1.5,0
248,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,GREENGRAM,BGS-9,Truthfully Labelled,3.85,0.1,0.05
249,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY BAJRA,GK-1044,Truthfully Labelled,1.94,0.17,0.03
250,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY BAJRA,KAVERI SUPER BOSS,Truthfully Labelled,0.09,0,0
251,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY MAIZE,900M GOLD,Truthfully Labelled,36.72,2.08,1.16
252,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY MAIZE,GK-3018,Truthfully Labelled,1.92,0.04,0.04
253,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY MAIZE,GK-3045,Truthfully Labelled,2,0.12,0
254,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY MAIZE,GK-3059,Truthfully Labelled,1.16,0.24,0
255,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY MAIZE,GK-3164,Truthfully Labelled,3.88,0.08,0
256,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,0.04,0,0
257,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY MAIZE,KMH-244,Truthfully Labelled,0.48,0,0
258,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY MAIZE,NMH-007 BOND,Truthfully Labelled,1.4,0,0.08
259,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY SUNFLOWER,GK-2002,Truthfully Labelled,0.3,0,0
260,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY SUNFLOWER,KSFH-7049CHAMP,Truthfully Labelled,0.6,0.28,0
261,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY SUNFLOWER,NSFH-145 SWATHI,Truthfully Labelled,0.28,0,0
262,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,HY SUNFLOWER,PAC-334,Truthfully Labelled,2.74,0.2,0.04
263,2021-2022,Kharif,BAGALAKOTE,HUNGUND,HUNAGUNDA,REDGRAM,TS-3R,Certified Seeds,81,6.25,0.4
264,2021-2022,Kharif,BAGALAKOTE,HUNGUND,KARADI,GREENGRAM,BGS-9,Truthfully Labelled,3.3,0.15,0.5
265,2021-2022,Kharif,BAGALAKOTE,HUNGUND,KARADI,HY BAJRA,KAVERI SUPER BOSS,Truthfully Labelled,0.56,0.05,0.02
266,2021-2022,Kharif,BAGALAKOTE,HUNGUND,KARADI,HY MAIZE,NMH-007 BOND,Truthfully Labelled,0.28,0,0
267,2021-2022,Kharif,BAGALAKOTE,HUNGUND,KARADI,HY MAIZE,PAC740,Truthfully Labelled,3.24,0.24,0
268,2021-2022,Kharif,BAGALAKOTE,HUNGUND,KARADI,HY SUNFLOWER,GK-2002,Truthfully Labelled,0.1,0,0
269,2021-2022,Kharif,BAGALAKOTE,HUNGUND,KARADI,HY SUNFLOWER,KSFH-7049CHAMP,Truthfully Labelled,0.4,0.18,0.02
270,2021-2022,Kharif,BAGALAKOTE,HUNGUND,KARADI,HY SUNFLOWER,NSFH-145 SWATHI,Truthfully Labelled,0.14,0,0
271,2021-2022,Kharif,BAGALAKOTE,HUNGUND,KARADI,HY SUNFLOWER,PAC-334,Truthfully Labelled,0.42,0.02,0
272,2021-2022,Kharif,BAGALAKOTE,HUNGUND,KARADI,REDGRAM,TS-3R,Certified Seeds,12.9,2.1,0.5
273,2021-2022,Kharif,BAGALAKOTE,ILLKAL,AMEENAGADA,GREENGRAM,BGS-9,Truthfully Labelled,5.15,0.55,0.3
274,2021-2022,Kharif,BAGALAKOTE,ILLKAL,AMEENAGADA,HY BAJRA,GK-1044,Truthfully Labelled,1.11,0.05,0.3
275,2021-2022,Kharif,BAGALAKOTE,ILLKAL,AMEENAGADA,HY BAJRA,KAVERI SUPER BOSS,Truthfully Labelled,1.41,0.14,0.14
276,2021-2022,Kharif,BAGALAKOTE,ILLKAL,AMEENAGADA,HY MAIZE,GK-3018,Truthfully Labelled,4.36,0.04,0.28
277,2021-2022,Kharif,BAGALAKOTE,ILLKAL,AMEENAGADA,HY MAIZE,GK-3045,Truthfully Labelled,8.96,0.92,0.8
278,2021-2022,Kharif,BAGALAKOTE,ILLKAL,AMEENAGADA,HY MAIZE,GK-3059,Truthfully Labelled,9.68,0.32,0.64
279,2021-2022,Kharif,BAGALAKOTE,ILLKAL,AMEENAGADA,HY MAIZE,GK-3164,Truthfully Labelled,2.68,0.12,0.12
280,2021-2022,Kharif,BAGALAKOTE,ILLKAL,AMEENAGADA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,13.68,0.4,0.48
281,2021-2022,Kharif,BAGALAKOTE,ILLKAL,AMEENAGADA,HY MAIZE,KMH-244,Truthfully Labelled,6.52,0.12,0.36
282,2021-2022,Kharif,BAGALAKOTE,ILLKAL,AMEENAGADA,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,9.76,0.16,0.32
283,2021-2022,Kharif,BAGALAKOTE,ILLKAL,AMEENAGADA,REDGRAM,TS-3R,Certified Seeds,3.45,0.25,0.3
284,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,GREENGRAM,BGS-9,Truthfully Labelled,6,1.35,0.25
285,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,GROUNDNUT PODS,TMV-2 Truthfully Labelled POD,Truthfully Labelled,0,2.1,0
286,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,HY BAJRA,GK-1044,Truthfully Labelled,2.16,0.62,0.14
287,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,HY BAJRA,KAVERI SUPER BOSS,Truthfully Labelled,0.89,0.65,0.03
288,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,HY MAIZE,GK-3018,Truthfully Labelled,0.44,0.16,0
289,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,HY MAIZE,GK-3045,Truthfully Labelled,2.88,0.28,0
290,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,HY MAIZE,GK-3059,Truthfully Labelled,3.56,1.32,0
291,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,HY MAIZE,GK-3164,Truthfully Labelled,0.24,0.28,0
292,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,0.04,0,0
293,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,HY MAIZE,KMH-244,Truthfully Labelled,0.12,0,0.12
294,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,HY SUNFLOWER,GK-2002,Truthfully Labelled,0.26,0.02,0
295,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,HY SUNFLOWER,KSFH-7049CHAMP,Truthfully Labelled,1,0.12,0.06
296,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,HY SUNFLOWER,PAC-334,Truthfully Labelled,1.3,0.16,0.02
297,2021-2022,Kharif,BAGALAKOTE,ILLKAL,ILAKALLA,REDGRAM,TS-3R,Certified Seeds,49.75,6.85,1.2
298,2021-2022,Kharif,BAGALAKOTE,ILLKAL,KARADI,GREENGRAM,BGS-9,Truthfully Labelled,2.1,0.2,0.05
299,2021-2022,Kharif,BAGALAKOTE,ILLKAL,KARADI,HY BAJRA,KAVERI SUPER BOSS,Truthfully Labelled,0.47,0.11,0
300,2021-2022,Kharif,BAGALAKOTE,ILLKAL,KARADI,HY MAIZE,NMH-007 BOND,Truthfully Labelled,0.52,0,0
301,2021-2022,Kharif,BAGALAKOTE,ILLKAL,KARADI,HY MAIZE,PAC740,Truthfully Labelled,1.32,0,0
302,2021-2022,Kharif,BAGALAKOTE,ILLKAL,KARADI,HY SUNFLOWER,GK-2002,Truthfully Labelled,0.2,0,0
303,2021-2022,Kharif,BAGALAKOTE,ILLKAL,KARADI,HY SUNFLOWER,KSFH-7049CHAMP,Truthfully Labelled,0.5,0.06,0.04
304,2021-2022,Kharif,BAGALAKOTE,ILLKAL,KARADI,HY SUNFLOWER,NSFH-145 SWATHI,Truthfully Labelled,0.1,0,0
305,2021-2022,Kharif,BAGALAKOTE,ILLKAL,KARADI,HY SUNFLOWER,PAC-334,Truthfully Labelled,0.88,0.14,0.04
306,2021-2022,Kharif,BAGALAKOTE,ILLKAL,KARADI,REDGRAM,TS-3R,Certified Seeds,20.4,0.65,0.15
307,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,BLACKGRAM,T-9,Certified Seeds,64.4,4.85,0.35
308,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,GREENGRAM,BGS-9,Truthfully Labelled,7.1,0.8,0.25
309,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,GROUNDNUT PODS,TMV-2 Truthfully Labelled POD,Truthfully Labelled,14.1,4.5,0.3
310,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,3033 747,Truthfully Labelled,0.6,0.36,0.16
311,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,30B07,Truthfully Labelled,4.76,0.4,0.2
312,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,3591,Truthfully Labelled,0.12,0,0
313,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,900M GOLD,Truthfully Labelled,7.04,0.86,0
314,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,BIO-151,Truthfully Labelled,0.36,0.04,0
315,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,CP-818,Truthfully Labelled,3.84,0.56,0
316,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,CP-828,Truthfully Labelled,0,0.12,0
317,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,13.28,0.88,0.4
318,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,GK-3018,Truthfully Labelled,2.09,0.12,0.08
319,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,GK-3045,Truthfully Labelled,1.16,0,0.2
320,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,GK-3059,Truthfully Labelled,15.35,1.88,0.48
321,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,HTMH-5108,Truthfully Labelled,0.4,0,0
322,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,HTMH-5402,Truthfully Labelled,1.28,0.16,0.04
323,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,JKMH-4848,Truthfully Labelled,0.84,0.16,0
324,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,KAVERI 25K55,Truthfully Labelled,23.78,1.2,0.44
325,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,KMH-244,Truthfully Labelled,1.8,0.04,0
326,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,MRM 4050 4750,Truthfully Labelled,0.2,0,0
327,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,NK-6240,Truthfully Labelled,17.8,3.04,0.84
328,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,P3436,Truthfully Labelled,1.28,0.04,0.08
329,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,PAC751,Truthfully Labelled,53.48,3.24,2.52
330,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY MAIZE,TARA,Truthfully Labelled,0.76,0,0
331,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY SUNFLOWER,GK-2002,Truthfully Labelled,1.14,0.06,0
332,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY SUNFLOWER,KSFH-7049CHAMP,Truthfully Labelled,2.74,0.1,0.02
333,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,HY SUNFLOWER,PAC-334,Truthfully Labelled,2.06,0.04,0
334,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,REDGRAM,TS-3R,Certified Seeds,26.35,1.05,0.6
335,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,REDGRAM,TS-3R,Truthfully Labelled,8.3,0.7,0.1
336,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,JAMAKHANDI,SOYBEAN,JS-335,Certified Seeds,112.2,14.7,8.1
337,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,BLACKGRAM,T-9,Certified Seeds,58.95,3.7,1.1
338,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,GREENGRAM,BGS-9,Truthfully Labelled,23.7,2.1,0
339,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,GROUNDNUT PODS,TMV-2 Truthfully Labelled POD,Truthfully Labelled,7.5,12,0.3
340,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY BAJRA,KAVERI SUPER BOSS,Truthfully Labelled,0.45,0,0
341,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,3033 747,Truthfully Labelled,10.92,0.36,0
342,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,30B07,Truthfully Labelled,16.8,1,0
343,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,3591,Truthfully Labelled,6.84,0.32,0
344,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,900M GOLD,Truthfully Labelled,28.96,2.96,0.08
345,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,ALLROUNDER,Truthfully Labelled,6.72,0.32,0
346,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,BIO-151,Truthfully Labelled,3.88,0.88,0
347,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,CP-201,Truthfully Labelled,0.32,0,0
348,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,CP-818,Truthfully Labelled,22.12,2.52,0.2
349,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,4.6,0.24,0.04
350,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,GK-3045,Truthfully Labelled,8.24,1.48,0
351,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,GK-3059,Truthfully Labelled,21.68,1.28,0
352,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,HTMH-5402,Truthfully Labelled,1.12,0.32,0
353,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,JKMH-4848,Truthfully Labelled,1,0,0
354,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,KAVERI 25K55,Truthfully Labelled,11.2,0.96,0
355,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,KHHM-102,Truthfully Labelled,6.28,0.52,0
356,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,KMH-244,Truthfully Labelled,59.36,2.04,0.32
357,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,8.8,1.08,0.4
358,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,MRM 4050 4750,Truthfully Labelled,0.04,0,0
359,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,NK-6240,Truthfully Labelled,27.88,1.8,0
360,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,P3436,Truthfully Labelled,2,0.16,0
361,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,PAC740,Truthfully Labelled,4.6,0.2,0
362,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,PAC751,Truthfully Labelled,134.36,11.44,0.08
363,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,10.84,2.08,0
364,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,REDGRAM,TS-3R,Certified Seeds,288.63,13.91,0.9
365,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,SAVALAGI,REDGRAM,TS-3R,Truthfully Labelled,64.8,4.35,0.15
366,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,TERADALA,BLACKGRAM,T-9,Certified Seeds,18.4,1.9,0.5
367,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,TERADALA,GREENGRAM,BGS-9,Truthfully Labelled,2.35,0.2,0.2
368,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,TERADALA,GROUNDNUT PODS,TMV-2 Truthfully Labelled POD,Truthfully Labelled,4.5,0,1.5
369,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,TERADALA,HY MAIZE,3033 747,Truthfully Labelled,0.2,0,0
370,2021-2022,Kharif,BAGALAKOTE,JAMAKHANDI,TERADALA,HY MAIZE,30B07,Truthfully Labelled,0.16,0.12,0
